principal component 1,principal component 2,principal component 3
-5.520280297903308,-0.29027722746697854,-1.5299301157993224
-5.535349541590876,-0.08253022517455358,-1.9248044826219193
-5.474988009168841,0.2873872446378768,-2.1446421231779107
-5.677231947989225,0.8970308327520856,-2.0182188308913322
-5.748749187935751,1.1629515796999743,-2.1395328905849893
-5.711552418980632,1.3487208997089835,-2.0039716076526406
-5.410523937612984,0.5749979311028107,-2.120210708604829
-5.549733189177821,0.046137859177653465,-1.8374118186010158
-5.653830385775131,0.38659032289619794,-1.9517454915344346
-5.155693619971627,0.5127562552753122,-1.7117181535368253
-5.220759995725568,0.6835556397823322,-1.9843409024100882
-6.02178616916759,1.9481386884842813,-1.752947397126274
-6.072605287212198,1.7566825131095465,-1.9074624572062109
-6.027591422051789,2.292193447623369,-2.2817100692090415
-4.275163925058762,-2.6043032686033767,-1.4030472039367599
-5.542081626194292,-0.6554195350486154,-1.9014445409758025
-5.730137022593371,-0.06311923408909771,-1.8816030985256247
-5.718034056462006,0.5348444419942265,-1.85169892239053
-5.864290496227245,1.6583722891990773,-2.17692665229849
-6.035476321262706,1.6059507332186842,-2.0792641132705536
-6.090035518502088,2.684730924301794,-2.1221083120069997
-6.1458589371499865,3.0235164587247807,-2.365496464233753
-6.008985284900086,2.480221601967255,-2.1504713528837676
-6.020745002655247,2.3578272826687114,-2.2238050750697225
-5.941507493143035,2.070018543859215,-2.14324066332956
-5.945539689234917,2.051530098638418,-2.3199468253418396
-6.0646436378801205,2.6506585495842057,-2.2327627784351605
-2.4572116312523,-3.162735636617869,-0.07612309860124236
-5.366985788784472,-1.9237046723066424,-0.02183081782160326
-5.70882673003122,-0.3770553080219471,-0.5936151233756727
-1.0104526756422736,-3.254996802096762,0.44603142275459706
0.04842021214533075,-4.485651154470814,0.7410459830679876
-2.0151327323173165,-3.6866020143906453,1.0185362132965057
-4.870275618180678,-1.827487865072991,0.9142300133318181
-5.728057143314853,-0.678908116803625,0.5882784882905178
-6.078552667571339,0.9002068483697426,0.24419322379875236
-6.183269614971746,2.5185530483957086,0.04337990230890648
-6.172776671300299,2.331288334518115,-0.14699763605319074
-4.595415544730174,-1.818508621793792,-0.2099483053116857
-5.076545029031099,-0.8323713671992863,-0.4556182174469065
-5.554585163222353,0.040502532517475556,-0.615075331515804
-5.7949900277022826,1.13746192638302,-0.8718163340125755
-5.830476387920772,1.1061082723229048,-0.9420719430377984
-5.969022368231344,0.6833524612660052,-0.714181210730003
-5.997855468148187,0.7252373296659433,-0.8258507441422359
-6.027452102232002,1.410897209547301,-1.2709695556601053
-6.0747658359090195,1.6116222429433453,-1.213303727822015
-6.036177291522525,1.562861580177394,-1.1198931871011804
-6.020311496779306,1.4975551341613145,-1.1346554635356851
-6.017250876802467,1.1507764260680946,-0.9105555759697616
-6.1002413699209415,1.4281333265631617,-1.2943515878242546
-3.4961668989721946,-2.1614609888133236,3.4140721667455676
-5.73499701271947,0.026312290370675714,2.6515248127474886
-6.164392611684224,1.2553127078832982,2.482121040220235
-6.5272492716991,2.1097511708191914,1.8518535450509481
-6.535444676272149,2.4671909187117373,1.792159726600614
-6.4289890810801245,2.8515684957554024,1.7602625842259962
-6.381073206504096,2.4070791838819043,2.1635137650212504
-6.507652664410876,2.352654765448707,1.829126283093731
-6.440892026343298,2.3028649487155164,1.8244710080981414
-6.49903889565765,2.8978347901963106,1.8190078098479145
-6.471952177861533,2.8290343459511496,1.813680401118344
-6.551145835178213,2.801012148223472,1.5545897856873825
-6.556766356525053,2.65323347618628,1.715349779831142
-2.0293226873498744,-2.117965936807624,2.3480169490545175
-4.714640297116396,-1.696569715233687,2.6893446701843557
1.0809506379375549,-3.5999885202866415,3.446335237486779
1.4807197790454305,-4.342132864527603,4.188638833269404
-2.4577202618118648,-3.2886325276113397,3.7291472283830545
-0.6230507599509267,-2.02671607984458,3.516079734152575
4.659146529128537,-1.6875906822669267,4.299149823485971
3.9217268470546394,-0.9837857409382772,4.121411579627811
-0.9841684242363469,-3.265347994308889,3.928509121458178
-4.325294142274286,-1.7659110290740658,2.699111369133475
-5.341984681645399,-0.2505517438610028,2.448487898412995
-6.147153575026802,0.7339536229814022,1.9665747073896451
-6.273941929179833,1.7719259096399858,1.9100131516369467
-6.3760891479223005,2.480171167176027,2.0376362665838674
6.038363754787604,0.14125170716537638,-0.5013368496267455
6.650200833804148,0.6370807790062568,-0.15384536237331162
6.321644133573381,0.6489581781481367,-0.4439072116639138
7.4534128129480814,1.0385947354263694,-0.3737367720786427
7.563688824822456,0.9359816072320272,-0.39503351132439707
6.704240457774931,0.6236307568554877,-0.2503223824488449
6.8614777760873755,0.5105590096050338,-0.5402670639950262
7.067558901385609,1.3678327188797512,-0.5836244797155387
5.895108478037416,-0.3968327915843711,-0.75889798904423
6.606643890248444,0.6692679007682583,-0.5036887724195388
6.115010016073398,0.7810574766618966,-0.18868507011986657
6.620551237104865,0.9502662365745449,-0.30987661565641084
7.098535909237578,0.713598855474076,-0.2502222323749928
7.7145219703141406,1.1262436448664417,0.08255590626285023
7.674452634000468,1.271527343309326,-0.1760470606922232
7.357187184932106,1.4379314244994001,-0.4363378637593161
7.33963436351727,1.2568246712540312,-0.4983516188252277
7.355230325848197,1.1872220039901622,-0.46571774025614876
7.453767749427627,1.1039200366034183,-0.7047926326240695
6.7147397690290145,1.1156103596484457,-0.5622688741120504
7.352442846123279,1.2472070084931488,-0.5043977654484433
7.2108502496349764,1.0320864019044165,-0.11888449332066006
6.868222615748379,0.9784769102285426,0.1039310419766016
8.083693632310068,2.463003676918213,-0.1620821191084611
7.882082687227939,2.028298946305804,-0.07970637968717116
7.952103753363293,1.3408082700422173,-0.4237484696463639
7.42228631982882,1.2078708563724398,-0.552557002357768
6.360330168546593,0.5032356711845727,-0.573922356775867
7.291024626699368,1.354818857145708,-0.407177178436988
7.535617919303631,1.4474646768858113,-0.42308664141986424
7.1638396040064505,1.264298971303977,-0.550659423947892
7.0957396856110115,1.2767244253650476,-0.7758564222236892
6.891992076179949,0.9877151606382214,-0.8359611730524247
8.113350125309283,1.9467494885109515,-0.406257266783032
6.648944449893221,1.2352589689741023,-0.352935647344165
6.482087946052785,0.9155415381296367,-0.35847886260097295
6.717298355764267,0.5902627301131744,-0.5038160101115753
6.999967290690217,1.079380993698304,-0.5951610775832944
7.016964827547903,0.9105658063965942,-0.47348576729109115
6.617888515236479,0.9774297406259946,-0.6122862979351452
5.66278638567739,0.7764499739289978,-0.544749859879469
5.741836014148486,0.24765411726577996,-0.687245033247474
5.9493680618483085,0.15959648457461056,-0.6984700878799113
5.894711427613958,0.7252003547985646,-0.642709695223191
6.698629589513733,0.8405492639530966,-0.7625729161362004
6.5821771379064975,0.3094043529785446,-0.6683482320970359
6.244757485151477,0.32588645422741014,-0.5932016068931698
5.5123119527667,0.2868498470940234,-0.2958754702688699
6.429697143935804,1.2330554349711196,-0.13652705869849843
7.434468005353154,1.57133541771572,0.09881075074110382
7.4650719866194475,1.3735616547407508,-0.17911363788996698
7.769539186129342,1.1569022264077498,-0.2128560647314292
8.94247619391886,1.7428268194845868,0.12714978819835016
8.398856995492364,1.8736268505423799,-0.016081408644643542
6.641903068596882,1.6383250255183863,-0.16967707989249048
6.415721327714659,1.9834273030703122,-0.5143378172377032
9.481373556475559,3.285771609348684,-0.28276760672079265
8.929998048143892,2.135710062320785,-0.008088741526451814
9.69023121694981,2.5602611710425234,0.12361549796249423
9.596332769529397,2.164066761086661,0.06666508761851202
8.536991814569744,1.0503977988353639,0.15530453515331977
8.271302066022278,1.3086399590250777,0.18211456300062087
8.288178412792034,2.1146076505722577,-0.08071436615094443
7.853855564931861,1.07200107464102,0.14805494399460412
7.24678451761664,0.7576744749133348,-0.32754224759278744
7.365960339394498,0.925798790997334,-0.26811744038666896
8.336996220721236,1.8220322635764084,-0.11246409299135546
9.069754887329626,1.7746954085036992,0.22702362136909274
7.569649268263085,0.7367407417487942,0.07722841886223238
6.730572678891774,0.15922697534989216,0.19122808702711322
6.523155783593543,0.9819123129745723,-0.3686537925768741
6.469335119285351,0.9942154211665172,-0.4693096913691031
4.552687622228424,-2.466771508186543,0.33044380851847005
4.071499734792922,-2.5164895756699392,-0.04230422951378527
4.548537054670058,-2.682432671662365,0.39428703178195773
5.422496515264286,-2.6033469016717166,0.34669960713397086
5.32139350126641,-2.554563908123926,0.31672489816650307
4.754931672901787,-2.3358803978157745,-0.17664432786637116
4.743366273348561,-2.1781979775240887,-0.12406696298147205
4.671987846999915,-1.974159988939849,-0.1963665139231326
4.9281141812971345,-2.3739931059935766,0.5254556171355469
4.612670253163407,-2.8258964041644914,0.2334546902985511
5.225054033860476,-2.5526713903912372,0.472309479045136
5.0020635450574575,-2.5114216391528057,0.42198890247367
3.894971527742096,-2.721729047485366,0.25804532495200144
4.403383399188503,-2.439731186590156,-0.019031187452144504
4.036973014480661,-2.938184333024278,0.021485305828241943
3.2435123482357127,-3.257455864899488,-0.008275697586240052
3.337956647700527,-3.1440536932737557,0.29585248145361004
4.191707121407434,-3.388065004228624,0.6164592124253289
4.967020605808671,-2.8560141398535666,0.3674921434574658
5.522205391833284,-2.565675703339945,0.5001491998866433
5.03934285203756,-3.0139619105265454,0.36914507006913777
4.2664163031742515,-2.3058064652137618,0.08163443410030397
4.344178210760471,-2.3525661596532093,0.06145627749585098
4.961425849853251,-2.1293671198489497,0.1333996009914057
4.079597367693358,-2.5148645557491025,0.23110302656587586
4.54371072560004,-1.7301906321942675,0.00020272015407286326
-4.742602745588025,-1.5933946735927744,-0.54322697947228
-4.875716470436126,-1.3973774672930426,-1.329830985680371
-5.195237184287014,-0.3824453755763375,-1.7521303196253426
-4.645279996615914,-0.30656177030220577,-1.5508798882060746
-4.4607413569057455,-1.2777558639807165,-0.8463197724972495
-5.051526463877074,-0.31837139165977896,-1.4985882570782973
-5.560943713383503,0.9050291404768701,-1.8682496441790373
-5.781083850318524,0.7875557916411356,-1.4832890988553171
-5.394243669473537,1.672486187804726,-2.2323345047950633
-5.410571993814558,1.7635329617554192,-1.9168118134079548
-5.839581256701642,1.6111112131352296,-1.9347640764965475
-5.732814031853207,0.9517914180129995,-1.5670976803652674
-5.680044902922872,0.440841732374638,-1.4437296847448897
-5.467472265419295,0.5409621856762583,-1.7202128260698537
-3.896801509273376,-3.491399015370858,-0.9347967858182084
-5.308380220952738,-1.169440668096849,-1.7420093231823475
-5.795899864134848,-0.2777497722033518,-1.709531767145609
-5.82588796226112,1.0935122736727794,-1.7151791461242698
-5.8995089855242995,1.0148448263663612,-1.636938789296053
-6.026389460342859,1.2178967253559592,-2.2286669673616335
-6.0032994349572375,1.3817714738265248,-1.6211152672502689
-6.055522428838229,1.4969709326969518,-1.4353420232843965
-6.0661505384333765,2.041008474019679,-1.6548827796474705
-5.779886258411575,1.3401043837669224,-2.1021277243036693
-5.777098005629128,1.5056438583841878,-1.999184887388435
-5.892200193100973,1.5985569099739032,-1.4667605360723934
-4.098500539006696,-2.7254450298558326,0.23792269939349656
-5.176614141932444,-1.3916689258911923,0.01898034866443473
-5.662228974577171,0.08024351603500215,-0.7613632238086115
-5.92057652294406,1.9428122243417585,-0.8070652649840435
-6.1723034528567595,2.5195762812706133,-0.9035792317764445
-6.229702334660292,2.6962199708236754,-0.9916183063849695
-6.231462110311454,2.9634266510227087,-0.9793939429223896
-6.237409399061419,2.9736409900043284,-1.0424936013282726
-6.197255366295022,2.713879277618107,-0.6745909701495223
-6.117598323829844,2.7587699320247903,-0.7242437599161223
-6.213753988811543,2.5434106863678663,-0.8447455667447622
-4.2610123607951556,-2.16246758328513,3.073452898498167
-5.223385928246985,-1.3018640962059442,2.644820328867017
-6.178696704018095,1.2183505385006523,1.7535449288867504
-6.4223771105026595,2.0565583728247723,1.6272547658526912
-6.495097772777539,2.4847072594304054,1.1574623140680398
-6.485062237441557,2.5842400340606217,1.5804508519801361
-6.2889597742021355,1.9594058214547685,1.6526465369758523
